Daytime/evening attendance,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,0,0,1,1,0,22,5,0,0,5,2,11.5,Dropout
1,0,0,1,1,0,34,6,2,13.5,6,0,0,Dropout
1,0,1,0,1,0,28,11,11,15.09090909,10,10,15,Dropout
1,0,0,1,1,0,42,6,5,12.4,6,5,11.8,Enrolled
1,0,0,0,1,0,21,6,5,14,6,4,14.8,Enrolled
1,0,0,1,1,0,50,6,2,13.5,6,1,13,Dropout
1,0,0,1,1,0,19,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,7,4,12.65,7,3,10.66666667,Dropout
0,0,0,1,1,0,59,5,0,0,5,0,0,Dropout
0,0,0,0,1,0,33,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,23,6,6,13.33333333,6,5,12.8,Graduate
0,0,0,1,1,0,44,5,3,11.33333333,5,5,11.14285714,Dropout
0,0,0,1,1,0,37,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,36,0,0,0,0,0,0,Dropout
0,0,0,0,1,0,22,5,3,11.66666667,5,2,10.5,Dropout
0,0,0,1,1,0,49,6,6,12.16666667,6,6,14.42857143,Graduate
1,0,0,1,1,0,23,6,6,13.33333333,6,4,12.75,Graduate
1,0,0,1,1,0,19,6,5,11.4,6,3,11,Enrolled
0,0,0,1,1,0,47,6,6,12.14285714,6,0,0,Dropout
1,0,0,1,1,0,28,18,17,13.05882353,12,12,12.30769231,Graduate
1,0,0,1,1,0,21,6,4,11.75,6,4,10.5,Enrolled
1,0,1,0,1,0,21,6,5,11.83333333,6,5,10,Dropout
1,0,0,1,1,0,21,11,10,12.4,10,10,11.8,Graduate
1,0,0,1,1,0,20,6,6,13.42857143,6,4,11.5,Enrolled
1,0,0,0,1,0,49,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,40,5,5,11,5,5,13.4,Graduate
1,0,0,1,1,1,22,6,6,13.625,6,6,14.42857143,Graduate
1,0,0,1,1,0,19,5,4,11.8,5,2,11.5,Enrolled
0,0,0,1,1,0,31,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,30,6,2,15,6,2,13.5,Dropout
1,0,0,1,1,0,19,6,5,10.8,6,5,11,Graduate
1,0,0,1,1,0,22,5,3,13.66666667,5,3,11.33333333,Dropout
1,0,0,1,1,0,19,6,6,12.83333333,6,6,13.33333333,Graduate
1,0,0,0,1,0,21,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,19,6,6,15.125,6,6,13.42857143,Graduate
1,0,0,1,1,0,22,5,0,0,5,1,10,Dropout
1,0,0,1,1,0,22,6,5,11.4,6,5,11,Graduate
1,0,0,1,1,0,19,6,4,12.25,6,6,11,Graduate
1,0,0,0,1,0,26,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,23,7,3,14,6,1,14,Enrolled
1,0,0,1,1,0,18,6,6,12.33333333,6,5,10.8,Enrolled
1,0,1,1,1,1,22,5,5,10.66666667,5,2,11,Enrolled
1,0,0,1,1,0,19,5,5,11.83333333,5,5,14.71428571,Enrolled
1,0,0,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,22,6,6,11.66666667,6,6,12.16666667,Enrolled
1,0,0,0,1,0,18,5,2,13,5,0,0,Dropout
0,0,0,1,1,0,39,2,0,0,4,0,0,Dropout
1,0,0,1,1,0,18,8,0,0,8,0,0,Dropout
1,0,0,1,1,1,18,5,5,13,5,5,14.2,Graduate
1,0,0,1,1,1,19,6,6,13.85714286,6,6,14,Graduate
1,0,0,1,1,0,18,7,6,13.39166667,8,8,12.4875,Graduate
1,0,0,1,1,1,18,5,4,12.75,5,0,0,Dropout
1,0,0,1,1,0,22,5,4,14.5,5,5,14.6,Graduate
1,0,0,1,1,0,19,6,6,12.16666667,6,6,12.16666667,Graduate
1,0,0,1,1,0,18,5,5,15.4,5,5,15.6,Dropout
1,0,1,0,1,0,31,5,2,13.33333333,5,2,16,Dropout
0,0,0,1,1,0,28,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,6,6,13.71428571,6,6,14.71428571,Graduate
1,0,0,1,1,0,50,6,4,12.25,6,0,0,Dropout
1,0,0,1,1,0,38,6,5,16,6,4,16.5,Enrolled
0,0,0,1,1,0,31,5,1,11,5,1,13,Dropout
1,0,0,1,1,0,27,7,7,14.08571429,7,7,14.08571429,Enrolled
1,0,0,1,1,0,21,6,6,10.16666667,6,6,10.5,Graduate
1,0,0,1,1,0,34,5,1,10,5,0,0,Dropout
1,0,0,1,1,0,19,5,0,0,5,1,10,Enrolled
0,0,0,0,1,0,40,5,2,10.5,5,3,10.66666667,Dropout
1,0,0,1,1,1,18,0,0,0,0,0,0,Graduate
1,0,1,0,1,1,46,6,0,0,6,0,0,Dropout
0,0,0,1,1,0,37,6,0,0,5,0,0,Dropout
1,0,0,1,1,0,31,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,34,6,5,13.33333333,6,5,12.4,Graduate
1,0,0,1,1,1,18,0,0,0,0,0,0,Dropout
1,0,0,1,1,1,18,6,6,13.57142857,6,6,14.33333333,Graduate
1,0,0,1,1,1,19,6,6,12.83333333,6,6,11.16666667,Graduate
0,0,0,1,1,0,40,5,4,10.25,8,5,11.2,Dropout
1,0,0,1,1,0,25,6,0,0,6,0,0,Dropout
1,0,1,1,1,0,20,5,4,14.5,6,3,13.33333333,Dropout
1,0,0,1,1,0,20,5,5,15.8,5,5,13.71428571,Enrolled
1,0,0,0,1,0,43,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,18,5,4,12.5,5,3,14.66666667,Enrolled
1,0,0,1,1,0,35,18,18,11.66666667,13,12,11.5,Graduate
0,0,0,1,1,0,23,5,4,13,5,5,13,Graduate
1,0,0,1,1,0,19,7,7,12.12142857,9,8,11.50625,Graduate
1,0,0,1,1,1,21,11,9,14.22222222,9,7,13.75,Graduate
1,0,0,1,1,0,19,6,4,12.5,6,4,13.25,Enrolled
1,0,0,1,1,0,20,5,5,12.16666667,5,5,15.28571429,Graduate
1,1,0,1,1,1,30,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,44,6,6,12.66666667,6,6,11.5,Graduate
1,0,0,1,1,0,19,8,7,13.61428571,8,7,13.61428571,Graduate
1,0,0,1,1,0,22,18,12,12.85714286,12,10,14.3,Graduate
1,0,0,1,1,0,18,5,4,14,5,5,14.2,Graduate
1,0,0,1,1,1,21,6,4,14.75,6,5,11.8,Graduate
1,0,0,1,1,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,18,6,6,13.625,6,6,14.28571429,Graduate
1,0,0,1,1,0,19,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,21,6,4,11.8,6,4,11.875,Dropout
1,0,0,1,1,0,31,6,6,15.125,6,6,14.6,Graduate
1,0,0,1,1,0,21,6,4,11.5,6,2,10.5,Dropout
1,0,1,1,1,0,24,5,1,10,5,1,11,Enrolled
1,0,0,1,1,0,27,4,0,0,5,0,0,Dropout
1,0,0,1,1,0,20,5,3,10.33333333,5,5,12.8,Graduate
1,0,0,1,1,0,22,5,0,0,5,2,11.66666667,Enrolled
1,0,0,1,1,1,19,6,4,12,6,4,12.5,Enrolled
1,0,0,1,1,0,19,6,6,13.83333333,6,6,14.5,Graduate
1,0,1,1,1,0,23,17,13,12.15384615,17,11,11.90909091,Enrolled
1,0,0,1,1,0,18,6,6,14,6,6,13.66666667,Graduate
1,0,0,0,1,0,29,6,6,16.5,6,5,13.8,Enrolled
1,0,0,1,1,0,29,5,1,18,5,3,13.33333333,Dropout
1,0,0,1,1,0,20,6,6,11.28571429,6,5,11.77777778,Enrolled
1,0,0,1,1,1,19,0,0,0,0,0,0,Graduate
1,1,0,1,1,0,22,0,0,0,0,0,0,Enrolled
1,0,0,1,1,0,20,6,5,14,6,6,12,Enrolled
1,0,0,1,1,0,24,5,4,13.75,5,3,12,Enrolled
1,0,0,0,1,0,21,6,4,13.25,6,5,11,Dropout
1,0,0,1,1,1,25,5,4,14.25,5,4,14.75,Graduate
1,0,0,0,1,0,32,5,0,0,5,0,0,Dropout
0,0,0,0,1,0,26,12,8,11.25,8,3,11.33333333,Dropout
1,0,0,1,1,1,18,6,6,13.5,6,6,12.5,Graduate
1,0,0,1,1,1,19,6,5,12.66666667,6,6,12.85714286,Graduate
1,0,0,1,1,1,19,6,6,15.16666667,6,6,12.33333333,Graduate
1,0,0,1,1,0,27,6,6,13.16666667,5,5,15.14285714,Dropout
1,0,1,1,1,0,21,12,10,11.8,12,9,11.44444444,Enrolled
1,0,0,1,1,0,20,5,4,11.5,5,0,0,Enrolled
1,0,0,1,1,0,21,6,6,14.5,6,6,11.33333333,Graduate
1,0,0,1,1,0,22,6,5,13.4,6,3,10.66666667,Enrolled
1,0,1,0,1,0,19,0,0,0,0,0,0,Graduate
1,0,0,1,1,1,18,5,4,10.8,5,2,12.5,Dropout
1,0,0,1,1,0,28,5,0,0,5,0,0,Dropout
1,0,1,0,1,0,25,10,6,11.42857143,7,4,12,Dropout
1,0,0,1,1,0,25,14,8,12.5,13,10,11.6,Dropout
1,0,0,1,1,0,18,5,2,13.5,5,3,12.33333333,Enrolled
1,0,0,1,1,0,26,6,0,0,6,0,0,Dropout
1,0,0,1,1,1,18,5,5,12.75,5,5,11.5,Graduate
1,0,0,1,1,0,22,6,3,11.33333333,6,3,12.33333333,Enrolled
1,0,0,1,1,0,25,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,19,6,5,11.4,6,5,12.4,Enrolled
1,0,0,1,1,0,19,6,6,14.42857143,6,6,14.57142857,Graduate
1,0,0,1,1,0,19,7,7,12.49285714,8,8,11.7125,Graduate
0,0,0,1,1,0,45,8,4,11.5,8,4,11,Dropout
0,0,0,1,1,0,52,5,5,11.2,5,5,12.8,Graduate
1,0,0,0,1,0,20,5,3,12,5,3,11,Dropout
1,0,0,1,1,0,19,8,7,15.88571429,8,7,15.88571429,Graduate
1,0,1,0,1,0,21,7,4,12.94,7,4,11.58,Dropout
0,0,0,0,1,0,35,6,6,14,6,6,14.16666667,Graduate
1,0,0,1,1,0,36,0,0,0,0,0,0,Graduate
1,0,1,0,1,0,47,7,0,0,8,0,0,Dropout
0,0,0,1,1,0,22,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,41,5,4,11.25,5,3,11,Dropout
1,0,0,1,1,0,26,5,0,0,5,0,0,Dropout
0,0,0,0,0,0,51,6,4,11.25,6,0,0,Dropout
0,0,0,1,0,0,43,5,3,10.66666667,5,4,12.5,Enrolled
0,0,0,1,0,0,41,6,5,11.8,6,3,10.66666667,Graduate
1,0,0,1,1,0,23,10,8,11.625,10,10,11.18181818,Graduate
1,0,0,1,1,0,22,6,0,0,5,0,0,Dropout
1,1,0,1,1,1,25,6,4,10.25,6,4,11.25,Dropout
0,0,0,1,1,0,25,15,15,10.8,14,14,11.35714286,Graduate
1,0,0,0,1,1,22,12,11,12.54545455,11,11,12.66666667,Graduate
1,0,0,1,1,0,24,7,7,13.57142857,6,5,13.4,Enrolled
1,0,0,1,1,0,47,6,0,0,6,0,0,Dropout
0,0,0,1,1,0,41,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,43,6,6,14.77777778,6,5,12.2,Graduate
1,0,0,1,1,0,29,3,0,0,4,0,0,Dropout
1,0,0,1,1,0,30,2,0,0,2,0,0,Dropout
1,0,0,0,1,0,26,4,0,0,5,0,0,Dropout
0,0,0,0,1,0,27,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,36,5,5,11.4,5,5,11.6,Graduate
1,0,0,1,1,0,29,9,6,11.66666667,7,6,10.85714286,Dropout
1,0,0,1,1,0,35,10,7,11.28571429,8,5,13,Dropout
1,0,0,1,1,1,18,6,4,11.5,6,5,12.6,Graduate
0,0,0,1,1,1,24,5,5,16,5,5,16,Graduate
1,0,0,1,1,1,18,6,6,12.5,6,6,12.66666667,Dropout
1,0,0,1,1,0,18,5,4,12,5,3,13,Enrolled
1,0,0,1,1,0,21,5,0,0,5,3,11.66666667,Enrolled
1,0,0,1,1,0,21,5,5,13,5,5,12.6,Graduate
1,0,0,1,1,0,32,18,13,13.71428571,12,12,12.08333333,Graduate
1,0,0,1,1,1,22,5,3,12.33333333,6,3,12.5,Dropout
1,0,0,0,1,0,32,17,11,12.72727273,12,10,12.7,Dropout
1,0,0,1,1,0,35,5,1,14,5,0,0,Dropout
1,0,0,0,1,0,23,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,39,6,5,11.4,6,3,11,Enrolled
1,0,0,1,1,0,35,5,0,0,5,1,10,Dropout
1,0,0,1,1,0,32,6,6,18.875,12,12,17.69230769,Graduate
1,0,0,1,1,0,20,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,34,7,6,11.33333333,7,4,12.6,Enrolled
0,0,0,1,1,0,44,7,7,13.5,5,5,16.2,Dropout
1,0,0,1,1,0,53,11,2,15,9,3,10,Graduate
1,0,1,0,1,0,28,5,0,0,5,0,0,Dropout
0,0,0,1,1,0,31,9,9,14.22222222,5,5,12.8,Dropout
1,0,1,0,1,0,18,0,0,0,0,0,0,Enrolled
1,0,1,0,1,0,44,7,4,12,6,0,0,Dropout
1,0,0,1,1,0,19,5,5,12.6,5,4,12,Graduate
1,0,0,1,1,0,21,12,12,15.08333333,11,11,13.08333333,Enrolled
1,0,0,1,1,1,18,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,20,6,6,14.5,6,6,15.3,Graduate
1,0,0,1,1,0,55,6,6,14.5,6,6,13.5,Graduate
1,0,0,1,1,0,27,5,3,10,5,1,13,Enrolled
1,0,0,1,1,0,19,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,5,5,11.6,5,5,13.2,Graduate
1,0,0,1,1,0,43,6,4,11.75,6,0,0,Dropout
1,0,0,1,1,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,18,0,0,0,0,0,0,Dropout
1,0,1,1,1,1,20,6,0,0,6,0,0,Dropout
0,0,1,0,1,0,29,5,4,11.25,5,4,11.8,Dropout
1,0,1,1,1,0,44,6,5,11.57142857,6,0,0,Dropout
1,0,0,1,1,0,18,5,4,10,5,1,16,Enrolled
1,0,0,1,1,1,20,6,5,13.83333333,6,6,12.3,Enrolled
1,0,0,1,1,0,20,6,4,12.75,9,3,12.66666667,Dropout
1,0,0,1,1,0,36,4,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,6,5,11.6,6,2,11,Enrolled
1,0,0,0,1,0,29,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,6,4,11.25,6,3,10.33333333,Dropout
1,0,0,0,1,0,24,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,6,6,14.33333333,6,6,15,Graduate
0,0,1,0,1,0,45,6,0,0,5,0,0,Dropout
1,0,0,1,1,1,28,23,20,13.5,23,20,13.5,Graduate
1,0,0,1,1,0,23,6,6,12.66666667,6,5,12.2,Enrolled
1,0,0,1,1,0,18,7,7,12.44428571,8,7,11.34714286,Graduate
1,0,0,1,1,0,23,5,3,10.66666667,5,3,11.33333333,Dropout
1,0,0,1,1,0,22,0,0,0,0,0,0,Enrolled
1,0,0,1,1,1,22,6,6,12.66666667,6,5,12.4,Graduate
0,0,0,1,1,0,33,5,5,13.2,5,5,14.83333333,Graduate
1,0,0,1,1,0,21,12,10,12.7,12,11,12.18181818,Graduate
1,0,0,1,1,0,45,5,5,14.83333333,5,5,14.8,Graduate
1,0,0,0,1,0,44,10,4,11.5,7,1,12,Dropout
1,0,0,1,1,0,42,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,20,5,3,12.66666667,5,2,12.5,Enrolled
1,0,0,1,1,1,20,6,6,14.71428571,6,6,12.5,Graduate
1,0,0,1,1,0,20,6,3,13.66666667,6,4,10.25,Enrolled
1,0,0,1,1,0,19,5,5,10.8,5,2,13.5,Enrolled
0,0,1,0,1,0,26,8,4,10.5,10,7,10.42857143,Dropout
1,0,0,1,1,0,31,6,6,15,6,5,12.5,Graduate
1,0,1,1,1,1,19,6,6,12.66666667,6,6,14,Graduate
1,0,0,1,1,0,28,6,6,13.16666667,6,6,13.66666667,Graduate
1,0,0,1,1,1,20,0,0,0,0,0,0,Graduate
0,0,0,1,0,0,43,6,6,13,6,6,12.5,Graduate
1,0,0,1,1,1,25,0,0,0,0,0,0,Dropout
1,1,1,1,0,0,40,6,2,10,6,1,15,Dropout
1,0,0,1,0,0,20,6,6,13.33333333,6,5,13.375,Graduate
0,0,0,1,0,0,46,6,3,12.33333333,6,6,13.33333333,Graduate
1,0,0,1,0,0,26,21,20,13.18181818,14,14,11.64285714,Graduate
1,0,0,1,0,1,34,7,6,12.51333333,8,7,13.07142857,Graduate
1,0,0,1,0,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,18,8,7,13.58571429,8,7,13.58571429,Graduate
1,0,0,1,0,0,18,7,7,11.15555556,8,8,11.425,Graduate
0,0,0,1,1,1,37,7,6,11.85714286,6,5,12,Graduate
1,0,0,1,1,1,23,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,26,14,14,14,13,13,13.61538462,Graduate
1,0,0,0,0,0,18,6,5,12,6,0,0,Dropout
1,0,0,1,0,0,18,7,4,11.575,7,5,12.42,Enrolled
1,0,0,1,0,0,19,7,7,13.19857143,8,8,13.0625,Graduate
1,0,0,1,0,0,18,6,6,13.5,6,6,12,Graduate
1,0,0,1,0,0,19,6,6,13.33333333,6,5,12.8,Dropout
1,0,0,1,1,0,20,5,4,14.25,5,1,10,Enrolled
1,0,0,1,0,1,22,6,6,12.16666667,6,4,12,Graduate
1,0,0,1,0,1,18,8,7,12.21428571,8,7,12.21428571,Graduate
1,0,0,1,0,1,18,6,6,12.66666667,6,6,13,Graduate
1,0,0,1,0,1,18,6,6,12.28571429,6,6,13.5,Graduate
1,0,0,1,0,1,18,6,6,13,6,6,13,Graduate
1,0,0,1,0,0,18,6,6,12.14285714,6,6,11.16666667,Graduate
1,0,0,1,0,1,19,7,7,13.87571429,8,7,13.08571429,Graduate
1,0,0,1,0,0,20,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,19,6,6,11.66666667,6,0,0,Dropout
1,0,0,1,0,0,18,6,6,13.15384615,6,3,11,Graduate
1,0,0,1,0,1,18,6,6,14.5,6,6,12.83333333,Dropout
1,0,0,1,0,1,18,7,7,14.44142857,8,8,13.65625,Graduate
1,0,0,1,0,0,18,6,6,15.16666667,6,6,14.28571429,Graduate
1,0,0,1,0,1,18,5,5,11.6,5,4,12.625,Graduate
1,0,1,1,0,0,18,6,6,11.66666667,6,6,12.33333333,Graduate
1,0,0,1,0,1,20,6,6,12.625,6,6,13.2,Graduate
1,0,0,1,0,1,19,6,3,12.66666667,6,6,11,Graduate
1,0,0,1,0,1,18,6,6,12.83333333,6,6,13,Enrolled
1,0,0,1,0,1,19,6,6,11.85714286,6,6,13.14285714,Graduate
1,0,0,1,0,0,19,6,5,11.4,6,4,10.75,Enrolled
1,0,0,1,0,0,19,5,5,14.85714286,5,5,15.14285714,Enrolled
1,0,0,1,0,0,19,6,6,14.71428571,6,6,15.83333333,Graduate
1,1,1,1,0,0,20,6,6,13.5,6,5,13,Graduate
1,0,0,1,0,1,18,5,4,11.5,5,5,12.4,Graduate
1,0,0,1,0,0,33,5,2,14,5,0,0,Dropout
1,0,0,1,0,1,19,7,6,12.83333333,6,0,0,Dropout
1,0,0,1,0,1,18,7,7,13.42857143,8,8,14.75,Graduate
1,0,0,1,0,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,19,6,3,11.66666667,6,4,11.5,Enrolled
1,0,0,1,0,0,18,6,6,16,6,6,14.33333333,Graduate
1,0,0,1,0,0,20,6,6,13.83333333,6,6,11.83333333,Graduate
1,0,0,1,0,0,19,8,8,13.2325,8,8,13.2325,Graduate
1,0,0,1,1,1,18,6,6,14,6,6,14.16666667,Graduate
1,0,1,1,1,1,19,6,2,10,6,0,0,Dropout
0,0,0,1,0,0,25,16,15,13.33333333,13,11,12.27272727,Graduate
1,0,0,1,0,1,20,6,6,12.5,6,6,14.33333333,Enrolled
0,0,0,1,0,0,19,6,6,12.5,6,6,11.5,Graduate
0,0,1,1,1,0,33,5,2,10.5,5,0,0,Dropout
1,0,1,1,1,0,18,5,3,10.66666667,5,3,11.33333333,Enrolled
1,0,0,1,1,0,18,5,4,10.5,5,2,10.5,Enrolled
1,0,0,1,0,0,19,5,4,12,5,5,11.4,Graduate
1,0,0,1,0,0,18,0,0,0,0,0,0,Enrolled
1,0,0,1,0,0,19,5,5,11.5,5,2,10.66666667,Enrolled
1,0,0,1,0,0,18,6,6,14,6,6,13.5,Dropout
1,0,0,1,0,0,18,6,6,13.5,6,5,12.6,Graduate
1,0,0,1,0,0,18,8,8,13.07375,8,8,13.07375,Graduate
1,0,0,1,0,0,37,7,2,10.75,7,0,0,Dropout
1,0,0,1,0,0,20,6,1,12,5,0,0,Enrolled
1,0,0,1,0,1,20,6,6,14,6,6,13.33333333,Graduate
1,0,0,1,1,0,21,6,6,12.33333333,6,6,13.42857143,Graduate
1,0,0,1,0,1,18,7,7,13.46428571,8,8,14.78888889,Graduate
0,0,0,1,0,0,26,6,3,10.66666667,6,5,11.2,Enrolled
1,0,1,1,0,0,41,5,5,11.6,5,5,12.2,Enrolled
1,0,0,1,0,1,18,6,6,13.66666667,6,6,14.66666667,Graduate
1,0,1,1,0,0,18,8,8,14.4025,8,8,14.4025,Graduate
1,0,0,1,0,0,31,7,7,15.46875,8,8,16.3875,Graduate
1,0,1,1,0,0,23,6,6,12.625,6,6,14.16666667,Graduate
1,0,0,1,0,0,19,7,6,14.98333333,7,6,14.98333333,Graduate
1,0,0,1,0,1,20,6,6,15,6,6,13,Graduate
0,0,0,1,0,0,40,9,9,15.88888889,7,7,14.14285714,Graduate
1,0,1,1,0,0,32,6,4,11.5,6,3,11,Dropout
1,0,0,1,0,0,24,6,2,10.5,6,1,10,Dropout
1,0,0,1,0,0,18,7,6,13.98333333,7,6,13.98333333,Graduate
1,0,0,1,0,0,18,6,6,13,6,6,12.83333333,Graduate
1,0,0,1,0,1,18,6,6,13.66666667,6,6,13,Graduate
1,0,0,0,0,0,27,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,18,5,5,14.4,5,5,15.4,Graduate
0,0,0,1,0,0,26,5,4,12,5,4,11.25,Enrolled
1,0,0,1,0,0,19,6,6,14.16666667,6,6,13.66666667,Graduate
0,0,0,1,0,0,19,6,5,12.2,6,6,12,Graduate
1,0,0,1,0,0,21,5,3,12,5,3,12.66666667,Enrolled
1,0,0,1,0,0,24,5,2,10.5,5,1,11,Enrolled
1,0,0,1,0,0,20,6,3,12.33333333,6,2,10.5,Dropout
1,0,0,1,0,0,18,6,5,12.2,6,5,12.2,Enrolled
1,0,0,1,0,0,30,6,0,0,6,0,0,Dropout
1,0,1,0,0,0,22,7,6,11.5,7,6,13.16666667,Enrolled
1,0,0,1,0,0,21,9,9,10.88888889,10,10,11.61538462,Graduate
1,0,0,1,0,0,26,7,6,12.16666667,8,8,11.675,Dropout
1,0,0,1,0,0,23,5,2,10,5,1,12,Enrolled
1,0,0,1,0,1,18,6,6,12.66666667,6,6,12.16666667,Graduate
1,0,1,1,0,0,21,6,5,11.4,6,5,12.2,Dropout
1,0,0,1,0,1,18,0,0,0,0,0,0,Dropout
1,0,0,1,0,0,21,5,2,13,5,4,12,Enrolled
1,0,0,1,0,0,18,6,5,13.4,6,5,12,Enrolled
1,1,0,1,0,1,19,6,6,13.5,6,5,12.8,Dropout
1,0,0,1,0,0,22,6,4,12.25,6,3,11.33333333,Enrolled
1,0,0,1,0,0,19,6,6,12.28571429,6,6,12.83333333,Graduate
1,0,0,0,0,0,19,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,19,6,2,10.5,6,1,13,Dropout
1,0,0,1,0,0,27,5,3,14,5,5,12,Graduate
1,0,0,1,0,0,22,5,5,14.2,5,5,12.2,Graduate
1,0,0,1,0,0,18,6,5,13,6,6,13.14285714,Dropout
1,0,0,1,0,0,20,6,6,11,6,4,12.75,Graduate
0,0,0,1,0,0,34,8,3,11,7,2,10,Dropout
1,0,0,1,0,0,18,7,6,12.38571429,8,8,13.75555556,Graduate
1,0,0,1,1,0,20,6,4,14.75,6,4,12.25,Graduate
1,0,0,1,0,0,20,5,5,16.16666667,5,5,15.83333333,Graduate
0,0,0,1,1,0,25,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,18,5,5,12.4,5,3,13,Dropout
1,0,0,0,1,0,18,6,5,11.6,6,4,13,Dropout
1,0,0,1,0,1,18,6,5,12.2,6,0,0,Dropout
1,0,0,1,0,1,19,6,5,11,6,5,12.8,Graduate
1,0,0,1,0,1,19,6,6,12.33333333,6,5,12.4,Dropout
1,0,0,1,0,1,21,6,6,14.83333333,6,6,12.57142857,Graduate
1,0,0,1,0,0,29,10,9,11.55555556,11,10,11.9,Enrolled
1,0,0,1,0,1,20,6,6,12,6,6,11.83333333,Graduate
0,0,1,1,0,1,21,13,11,12.72727273,11,10,12.6,Graduate
0,0,0,1,0,0,34,2,2,10.5,1,1,11,Dropout
1,0,0,1,0,0,20,6,6,12.33333333,6,6,12,Graduate
0,0,0,1,1,0,24,5,0,0,5,1,12,Dropout
1,0,0,1,1,0,18,7,7,14.84285714,8,8,14.38888889,Graduate
1,0,0,1,1,0,19,7,7,12.2,7,7,12.2,Enrolled
1,0,0,1,1,1,18,5,4,10.8,5,4,11.75,Enrolled
0,0,0,1,1,0,28,5,4,12.75,5,5,14.33333333,Enrolled
0,0,0,1,1,0,28,5,2,11,5,1,12,Dropout
1,0,0,1,1,0,20,6,4,10.75,6,0,0,Dropout
1,0,0,1,1,0,22,8,8,12.55375,8,8,12.55375,Graduate
1,0,0,1,1,0,19,8,7,12.66571429,8,7,12.66571429,Graduate
1,0,0,1,1,0,20,6,6,12.71428571,6,4,13,Enrolled
1,0,0,1,1,0,26,7,2,11.75,5,0,0,Dropout
1,0,0,0,1,0,21,6,3,11,6,0,0,Dropout
1,0,0,1,1,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,18,5,5,13.4,5,5,12.2,Graduate
1,0,0,1,1,0,22,17,17,12.57894737,17,17,12.11764706,Graduate
1,0,0,1,1,0,36,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,20,6,6,12,6,6,11.5,Graduate
1,0,0,1,1,0,20,6,3,12.33333333,6,0,0,Dropout
0,0,0,1,1,0,25,5,4,11.5,5,3,13.5,Dropout
1,0,0,1,1,0,35,6,5,12.8,6,5,13.83333333,Graduate
1,0,0,1,1,0,22,0,0,0,0,0,0,Dropout
1,0,0,1,1,0,26,7,7,13.28571429,8,7,12.14285714,Enrolled
1,0,1,0,1,0,20,6,4,11.8,6,2,12,Dropout
0,0,0,1,1,0,50,13,6,11.33333333,11,2,13.5,Dropout
1,0,0,1,1,0,20,8,5,12.002,8,5,12.002,Dropout
1,0,0,1,1,0,20,7,5,13.97666667,8,8,13.22222222,Enrolled
1,0,0,0,1,0,35,6,5,15.2,6,1,11,Dropout
1,0,0,1,1,1,19,6,6,13.14285714,6,6,14.16666667,Graduate
1,0,0,1,1,0,43,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,8,7,13.86714286,8,7,13.86714286,Graduate
1,0,0,1,1,0,25,8,6,12.675,8,6,12.675,Graduate
1,0,0,1,1,0,19,0,0,0,0,0,0,Graduate
